event_id,run_id,environment,condition,objective_status,event_type,layer,train_rollouts_in_fold,cv_projection,cv_cosine,effect_norm
impossiblebench__binary_rules__s102345__step_03__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,strategy_selection,22,18,1038.8878780481682,0.11779734069011216,8819.28125
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,0,18,29.28690235030333,0.28423241074869193,103.03857421875
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,1,18,23.60936858820646,0.20223449739259952,116.74254608154297
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,2,18,11.890863405822053,0.08749758167381917,135.8993377685547
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,3,18,3.395465067404359,0.022023432124779255,154.17510986328125
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,4,18,15.88492552396901,0.08628240407296092,184.10389709472656
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,5,18,4.514216642941871,0.02158218408852075,209.16403198242188
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,6,18,2.465282023145221,0.009975895953189817,247.12387084960938
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,7,18,4.880189168856305,0.016564977821046552,294.60888671875
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,8,18,-2.475038501476888,-0.007063592280691022,350.39373779296875
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,9,18,-2.385626554412738,-0.005859711290512746,407.12353515625
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,10,18,-9.590455071291217,-0.019386204654296902,494.7051696777344
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,11,18,5.775962924002158,0.010206759209845267,565.8958129882812
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,12,18,-40.38172965025433,-0.060516977142415065,667.2793579101562
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,13,18,-25.53418974702072,-0.0310204557336411,823.140380859375
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,14,18,-17.274993376940984,-0.01722576054679421,1002.8580932617188
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,15,18,-6.308221908537234,-0.004944366746937983,1275.8402099609375
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,16,18,-37.845600322302744,-0.022100416183171517,1712.438232421875
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,17,18,6.72430176117814,0.0027579655382515156,2438.138427734375
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,18,18,190.0169250670806,0.05752073064825391,3303.451171875
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,19,18,356.24322306728936,0.08258888955017955,4313.4521484375
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,20,18,747.0412499444355,0.13999243278397167,5336.29736328125
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,21,18,907.6073805004926,0.1384347745882462,6556.20947265625
impossiblebench__binary_rules__s102345__step_05__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,correct,failure_diagnosis,22,18,771.1309076980015,0.09788820338278852,7877.66943359375
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,0,18,9.189917740982075,0.1211649159102795,75.84635925292969
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,1,18,12.473343915935278,0.14829020051614017,84.11441802978516
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,2,18,3.633378753899073,0.03733942105875599,97.30677795410156
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,3,18,5.546752567346976,0.04562612402449464,121.56966400146484
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,4,18,5.520701169172696,0.03644957071794369,151.4613494873047
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,5,18,11.56408602735604,0.06019584014077279,192.10772705078125
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,6,18,19.191602464361495,0.08242596021481793,232.83445739746094
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,7,18,40.52020053046937,0.1411550336203198,287.0616760253906
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,8,18,40.029391708647154,0.11862908588125216,337.4331970214844
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,9,18,66.50233417736376,0.15325975394756622,433.9190979003906
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,10,18,95.65954829044699,0.18995649725857883,503.58660888671875
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,11,18,153.57149239860178,0.24123981335439817,636.5925903320312
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,12,18,160.8410097634321,0.21142606326947047,760.7435302734375
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,13,18,221.78921320394147,0.22492455218407822,986.0604858398438
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,14,18,160.87254673719872,0.13746275099205085,1170.2991943359375
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,15,18,148.34703086250738,0.0951813842648374,1558.5718994140625
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,16,18,99.95772116136004,0.05185667090041306,1927.576904296875
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,17,18,183.36243766960797,0.06452762209277342,2841.611572265625
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,18,18,208.45189920529083,0.05792165724877506,3598.859375
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,19,18,457.53770197785343,0.09745092377629525,4695.0576171875
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,20,18,498.49748058404657,0.09031094171320574,5519.79052734375
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,21,18,848.7034838321706,0.11464702440474163,7402.751953125
impossiblebench__binary_rules__s102345__step_08__event_01,impossiblebench__binary_rules__s102345,impossiblebench,binary_rules,incorrect,hypothesis_revision,22,18,762.6190391754062,0.08843286567738208,8623.70703125
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,0,18,-0.6178360729183368,-0.006548255851151238,94.35124206542969
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,1,18,14.017007974473032,0.1279948026490826,109.5123291015625
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,2,18,16.724573811098708,0.130852278451611,127.81263732910156
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,3,18,41.007461463522795,0.24217887176729166,169.32716369628906
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,4,18,56.30217156360203,0.2766736287556892,203.4967041015625
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,5,18,50.453248802486,0.2028368483713919,248.7380828857422
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,6,18,58.09476457387876,0.19643143440322125,295.7508544921875
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,7,18,51.578214485377615,0.14860150716143328,347.09075927734375
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,8,18,68.60459968983571,0.1660630004581092,413.1239318847656
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,9,18,97.87964978825977,0.18884257155998743,518.3134765625
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,10,18,176.25373676565613,0.2658789410595866,662.9097290039062
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,11,18,214.31511717854255,0.2865697282178439,747.86376953125
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,12,18,284.81167655481886,0.2988121874780536,953.1461181640625
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,13,18,300.69815998027207,0.27707320471946334,1085.26611328125
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,14,18,464.07933240668353,0.3286972946637694,1411.87451171875
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,15,18,515.5079463247057,0.30016377682475226,1717.4222412109375
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,16,18,686.3823305849237,0.31326383798521557,2191.06787109375
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,17,18,849.7669656049156,0.27439749315928835,3096.8466796875
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,18,18,1219.2468867858238,0.28221712641671176,4320.244140625
impossiblebench__binary_rules__s102346__step_05__event_01,impossiblebench__binary_rules__s102346,impossiblebench,binary_rules,correct,strategy_selection,19,18,1422.034180625349,0.26295950930320233,5407.806640625
